id,age,job,marital,education,default,housing,loan,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscription
5768,36,self-employed,married,professional.course,no,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5769,35,blue-collar,married,basic.9y,,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5770,35,entrepreneur,married,university.degree,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5771,38,technician,divorced,professional.course,no,yes,no,8,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5772,31,entrepreneur,single,basic.6y,,yes,yes,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5773,34,services,married,high.school,no,no,no,14,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5774,44,admin.,divorced,high.school,no,yes,yes,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5775,45,self-employed,divorced,professional.course,,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5776,44,admin.,married,university.degree,no,no,no,10,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5777,39,housemaid,married,university.degree,no,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5778,57,admin.,married,university.degree,no,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5779,33,admin.,married,professional.course,no,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5780,31,entrepreneur,single,university.degree,,no,no,12,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5781,25,blue-collar,single,high.school,,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5782,43,services,married,high.school,no,no,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5783,57,blue-collar,divorced,basic.4y,no,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5784,36,admin.,married,university.degree,no,,,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5785,50,management,married,high.school,,no,no,8,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5786,55,,married,basic.4y,,no,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5787,41,technician,married,high.school,no,no,no,12,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5788,42,blue-collar,married,basic.4y,,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5789,42,blue-collar,married,basic.4y,,yes,no,27,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5790,53,technician,married,university.degree,no,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5791,41,blue-collar,married,basic.9y,,no,no,31,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5792,33,blue-collar,married,basic.4y,no,yes,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5793,40,admin.,married,high.school,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5794,31,management,single,university.degree,,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5795,44,management,married,university.degree,,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5796,56,technician,married,,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5797,57,retired,single,high.school,no,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5798,34,services,divorced,basic.9y,,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5799,56,self-employed,married,professional.course,no,no,yes,40,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5800,44,retired,single,basic.4y,no,yes,yes,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5801,46,admin.,divorced,university.degree,no,yes,no,12,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5802,59,entrepreneur,married,university.degree,no,no,no,5,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5803,39,services,single,high.school,no,no,no,10,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5804,55,unemployed,divorced,basic.9y,no,no,no,6,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5805,25,services,single,high.school,no,yes,no,14,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5806,42,services,married,high.school,no,no,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5807,40,admin.,single,high.school,no,yes,yes,13,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5808,59,services,married,high.school,,yes,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5809,58,blue-collar,,basic.9y,,no,no,6,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5810,40,admin.,married,university.degree,no,no,no,21,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5811,58,retired,divorced,professional.course,,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5812,23,blue-collar,single,basic.4y,no,yes,no,10,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5813,45,management,single,basic.9y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5814,29,blue-collar,married,,,no,yes,5,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5815,40,management,married,,no,no,yes,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5816,38,blue-collar,single,basic.9y,no,yes,no,6,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5817,33,admin.,married,high.school,no,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5818,59,retired,married,basic.9y,,no,no,8,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5819,32,services,single,high.school,no,yes,no,11,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5820,40,blue-collar,married,basic.9y,,no,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5821,21,student,single,high.school,no,no,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5822,51,management,married,university.degree,no,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5823,53,blue-collar,married,basic.4y,,yes,no,18,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5824,47,entrepreneur,single,university.degree,,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5825,56,retired,married,basic.6y,no,yes,yes,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5826,41,entrepreneur,married,university.degree,,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5827,29,admin.,married,high.school,no,yes,no,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5828,37,blue-collar,married,basic.4y,no,yes,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5829,30,services,single,high.school,no,,,9,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5830,28,admin.,married,university.degree,no,no,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5831,58,technician,married,professional.course,,yes,no,8,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5832,47,services,married,high.school,,yes,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5833,53,blue-collar,divorced,basic.4y,,yes,no,5,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5834,41,admin.,married,high.school,,no,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5835,60,self-employed,married,professional.course,,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5836,52,retired,married,university.degree,no,yes,no,12,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5837,45,blue-collar,married,basic.9y,,no,no,6,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5838,38,admin.,married,university.degree,no,no,no,5,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5839,55,technician,married,professional.course,no,yes,yes,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5840,29,unemployed,single,university.degree,no,no,no,17,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5841,57,self-employed,married,basic.9y,,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5842,58,technician,single,professional.course,no,yes,yes,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5843,31,admin.,divorced,high.school,,no,yes,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5844,32,admin.,married,university.degree,no,no,no,9,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5845,36,admin.,single,university.degree,no,no,no,7,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5846,35,admin.,married,university.degree,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5847,47,admin.,married,university.degree,no,yes,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5848,58,technician,married,professional.course,,no,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5849,38,services,married,basic.9y,no,,,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5850,46,admin.,married,high.school,no,no,yes,3,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5851,29,admin.,married,university.degree,no,yes,no,16,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5852,38,housemaid,married,basic.9y,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5853,55,blue-collar,married,basic.4y,,,,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5854,37,blue-collar,married,basic.9y,no,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5855,36,blue-collar,married,professional.course,,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5856,41,technician,married,high.school,no,yes,no,24,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5857,33,blue-collar,married,basic.9y,no,no,no,13,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5858,24,services,single,high.school,no,no,no,8,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5859,53,technician,divorced,university.degree,no,yes,no,28,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5860,32,admin.,single,university.degree,,no,no,15,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5861,51,blue-collar,married,basic.9y,,no,no,4,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5862,38,,married,,,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5863,53,technician,married,,no,no,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5864,37,blue-collar,single,,,no,yes,11,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5865,31,services,single,professional.course,no,yes,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5866,46,blue-collar,single,high.school,no,no,no,2,,0,,1.4,94.465,-41.8,4.959,5228.1,no
5867,29,services,single,high.school,,no,no,2,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5868,25,blue-collar,married,basic.9y,no,yes,no,5,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5869,46,management,married,basic.9y,no,no,no,4,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5870,26,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5871,47,blue-collar,married,basic.4y,no,yes,no,4,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5872,41,self-employed,single,university.degree,no,yes,yes,3,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5873,47,admin.,married,university.degree,no,no,no,3,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5874,34,blue-collar,single,high.school,no,yes,no,5,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5875,30,services,married,high.school,no,yes,no,5,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5876,43,self-employed,divorced,university.degree,,yes,no,4,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5877,39,admin.,single,high.school,no,no,no,3,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5878,37,services,married,high.school,no,yes,yes,3,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5879,35,admin.,divorced,university.degree,no,no,no,8,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5880,55,blue-collar,married,basic.9y,,yes,no,6,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5881,43,blue-collar,married,basic.9y,no,no,no,4,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5882,34,blue-collar,married,basic.9y,,no,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5883,44,blue-collar,married,,no,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5884,42,self-employed,married,university.degree,,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5885,32,blue-collar,single,basic.9y,no,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5886,38,blue-collar,married,basic.9y,no,no,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5887,39,technician,married,basic.9y,,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5888,39,services,married,basic.6y,,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5889,36,admin.,married,university.degree,no,yes,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5890,44,services,married,basic.9y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5891,29,blue-collar,divorced,basic.4y,,no,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5892,34,technician,married,professional.course,no,no,no,2,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5893,51,entrepreneur,married,university.degree,no,no,no,1,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5894,33,services,single,high.school,no,no,no,2,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5895,42,management,married,university.degree,no,no,no,8,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5896,36,blue-collar,married,,,no,no,3,,0,,1.4,94.465,-41.8,4.958,5228.1,no
5897,44,admin.,married,university.degree,,yes,yes,4,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5898,28,services,single,basic.9y,no,no,no,2,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5899,59,retired,married,basic.9y,no,no,yes,2,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5900,52,technician,married,basic.9y,no,yes,yes,3,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5901,60,self-employed,married,professional.course,no,yes,no,2,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5902,56,admin.,divorced,high.school,no,yes,no,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5903,29,blue-collar,married,basic.9y,no,no,yes,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5904,51,management,married,university.degree,,no,yes,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5905,35,self-employed,married,professional.course,,yes,no,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5906,39,blue-collar,married,basic.6y,no,yes,no,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5907,38,blue-collar,single,high.school,,no,no,1,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5908,37,admin.,single,university.degree,,yes,no,3,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5909,58,retired,single,professional.course,no,yes,no,3,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5910,29,blue-collar,divorced,basic.4y,,no,no,2,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5911,39,self-employed,divorced,professional.course,no,yes,no,4,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5912,60,retired,divorced,basic.4y,,yes,no,2,,0,,1.4,94.465,-41.8,4.955,5228.1,no
5913,34,blue-collar,married,basic.6y,no,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5914,33,services,married,high.school,no,no,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5915,34,admin.,married,university.degree,no,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5916,29,admin.,single,high.school,no,no,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5917,44,blue-collar,married,basic.6y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5918,50,admin.,married,high.school,no,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5919,34,admin.,married,high.school,no,yes,no,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5920,39,self-employed,married,basic.6y,,no,yes,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5921,34,blue-collar,married,basic.9y,no,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5922,30,technician,married,high.school,no,no,no,6,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5923,40,services,married,high.school,no,no,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5924,32,services,single,high.school,no,no,no,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5925,34,admin.,single,basic.9y,no,yes,no,5,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5926,36,blue-collar,single,basic.4y,no,yes,no,8,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5927,51,services,married,high.school,no,,,5,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5928,30,blue-collar,married,basic.9y,,no,no,28,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5929,28,blue-collar,married,high.school,no,no,no,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5930,58,technician,married,basic.4y,,yes,yes,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5931,29,blue-collar,married,,,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5932,59,technician,divorced,basic.4y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5933,42,blue-collar,married,basic.6y,,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5934,54,admin.,married,university.degree,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5935,47,blue-collar,married,basic.9y,no,yes,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5936,49,housemaid,divorced,basic.4y,no,no,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5937,39,technician,single,professional.course,no,yes,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5938,49,blue-collar,married,basic.4y,no,yes,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5939,31,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5940,37,blue-collar,married,basic.9y,no,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5941,52,self-employed,married,professional.course,no,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5942,40,entrepreneur,divorced,university.degree,no,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5943,40,blue-collar,married,basic.6y,,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5944,28,admin.,single,university.degree,no,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5945,35,admin.,married,university.degree,no,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5946,38,admin.,married,high.school,no,no,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5947,33,self-employed,married,professional.course,no,yes,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5948,28,management,married,university.degree,no,no,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5949,23,admin.,married,professional.course,no,no,yes,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5950,41,blue-collar,single,,,no,no,3,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5951,39,admin.,single,high.school,no,yes,yes,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5952,39,admin.,single,high.school,no,no,yes,1,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5953,27,technician,single,university.degree,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5954,54,technician,divorced,basic.9y,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5955,38,technician,single,university.degree,no,yes,no,2,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5956,39,blue-collar,married,basic.6y,,yes,no,4,,0,,1.4,94.465,-41.8,4.947,5228.1,no
5957,41,entrepreneur,married,university.degree,no,yes,yes,4,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5958,49,blue-collar,married,basic.9y,,yes,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5959,25,services,married,high.school,no,yes,no,9,,0,,1.4,93.918,-42.7,4.955,5228.1,yes
5960,41,blue-collar,married,basic.4y,no,yes,no,3,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5961,53,management,married,university.degree,no,no,yes,3,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5962,41,blue-collar,married,basic.4y,,yes,no,3,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5963,35,blue-collar,married,,no,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5964,28,admin.,married,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5965,33,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5966,54,blue-collar,married,basic.6y,,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5967,31,blue-collar,married,basic.4y,,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5968,40,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5969,37,technician,married,professional.course,no,yes,no,6,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5970,28,blue-collar,single,basic.6y,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5971,26,unemployed,single,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5972,38,blue-collar,married,basic.4y,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5973,56,services,divorced,high.school,no,no,yes,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5974,52,technician,married,professional.course,,no,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5975,42,unemployed,married,basic.9y,,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5976,49,blue-collar,married,basic.4y,,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5977,36,technician,married,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5978,41,housemaid,married,high.school,no,no,yes,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5979,43,technician,single,professional.course,no,yes,yes,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5980,38,blue-collar,married,basic.9y,no,,,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5981,55,blue-collar,married,basic.4y,no,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5982,33,services,married,high.school,,yes,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5983,53,blue-collar,married,basic.9y,,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5984,37,services,divorced,high.school,no,no,no,3,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5985,41,blue-collar,married,,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5986,47,retired,married,basic.4y,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5987,47,blue-collar,divorced,basic.9y,no,no,no,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5988,57,retired,divorced,university.degree,no,no,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5989,57,self-employed,married,professional.course,no,yes,yes,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5990,54,retired,married,high.school,no,yes,yes,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5991,35,admin.,married,high.school,no,yes,yes,1,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5992,27,entrepreneur,single,university.degree,no,yes,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5993,53,technician,married,professional.course,no,yes,no,2,,0,,1.4,93.918,-42.7,4.955,5228.1,no
5994,26,blue-collar,married,university.degree,no,no,no,4,,0,,1.4,93.918,-42.7,4.956,5228.1,no
5995,40,admin.,divorced,high.school,no,no,no,7,,0,,1.4,93.918,-42.7,4.956,5228.1,no
5996,41,blue-collar,married,basic.6y,no,no,no,5,,0,,1.4,93.918,-42.7,4.956,5228.1,no
5997,36,technician,single,high.school,no,no,no,4,,0,,1.4,93.918,-42.7,4.956,5228.1,no
5998,38,blue-collar,married,basic.9y,,no,no,3,,0,,1.4,93.918,-42.7,4.956,5228.1,no
5999,39,blue-collar,married,basic.9y,,yes,no,2,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6000,30,blue-collar,single,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6001,47,technician,married,professional.course,no,no,no,3,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6002,49,technician,single,high.school,no,yes,no,1,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6003,28,unemployed,single,high.school,no,yes,no,1,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6004,31,services,single,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6005,51,services,married,high.school,,no,no,1,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6006,28,services,married,high.school,no,no,no,2,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6007,28,management,married,university.degree,no,yes,no,2,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6008,28,admin.,single,university.degree,no,yes,yes,3,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6009,46,services,married,high.school,no,no,no,3,,0,,1.4,93.918,-42.7,4.956,5228.1,no
6010,40,admin.,divorced,professional.course,,no,no,2,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6011,45,management,single,university.degree,no,no,yes,3,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6012,36,retired,married,,no,no,no,2,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6013,56,management,married,university.degree,no,yes,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6014,29,technician,single,university.degree,no,yes,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6015,42,blue-collar,married,basic.4y,,yes,yes,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6016,39,technician,single,professional.course,no,yes,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6017,52,retired,divorced,professional.course,no,no,no,2,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6018,39,technician,single,professional.course,no,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6019,40,blue-collar,married,basic.9y,no,yes,no,2,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6020,53,blue-collar,married,basic.9y,no,no,no,2,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6021,48,blue-collar,married,basic.6y,,no,no,3,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6022,41,admin.,married,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6023,53,technician,divorced,professional.course,no,no,no,4,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6024,38,technician,single,university.degree,,yes,yes,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6025,55,admin.,married,basic.9y,,yes,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6026,54,admin.,divorced,,,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6027,57,housemaid,divorced,basic.6y,no,yes,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6028,39,admin.,single,high.school,no,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6029,35,admin.,divorced,university.degree,,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6030,36,retired,married,,no,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
6031,29,admin.,single,university.degree,no,no,no,1,,0,,1.4,93.918,-42.7,4.966,5228.1,no
